State,Avg_Daily_Distance_(km),Brand,Model,Price_INR,Year_of_Manufacture,Engine_Capacity_cc,Fuel_Type,Mileage_km_per_l,Owner_Type,Registration_Year,Insurance_Status,Seller_Type,Resale_Price_INR,City_Tier
delhi,73.98,yamaha,fz v3,97236,2015,978,petrol,34.11,third,2024,expired,individual,70560.01,tier 1
west bengal,19.43,tvs,sport,73188,2016,377,electric,76.22,second,2024,not available,individual,39319.75,tier 2
gujarat,43.57,honda,dio,111335,2019,927,hybrid,75.23,second,2023,not available,individual,54383.72,tier 1
tamil nadu,62.41,honda,shine,328141,2019,141,electric,65.7,third,2022,active,individual,253870.69,tier 2
uttar pradesh,70.56,hero,splendor plus,356495,2019,342,electric,92.07,second,2024,active,dealer,148024.89,tier 1
tamil nadu,9.36,yamaha,ray zr,247224,2023,452,electric,98.77,second,2023,expired,dealer,136751.79,tier 1
rajasthan,44.89,royal enfield,hunter 350,193459,2022,989,electric,67.45,second,2023,active,dealer,104693.58,tier 2
maharashtra,17.91,yamaha,fascino 125,229277,2017,509,electric,81.47,third,2020,not available,individual,105536.99,tier 1
west bengal,60.29,kawasaki,vulcan s,360718,2017,651,hybrid,96.72,third,2020,active,dealer,215155.59,tier 1
karnataka,65.41,ktm,duke 200,63172,2015,761,electric,70.2,first,2015,not available,dealer,36134.16,tier 3
west bengal,48.22,royal enfield,classic 350,180208,2023,492,petrol,28.52,second,2023,active,individual,121242.31,tier 1
gujarat,52.22,honda,unicorn,101799,2016,807,petrol,57.09,second,2016,expired,dealer,74040.2,tier 1
punjab,55.5,ktm,250 duke,393303,2024,317,hybrid,72.93,third,2024,expired,individual,163232.03,tier 2
uttar pradesh,34.1,yamaha,r15 v4,288431,2023,846,petrol,59.72,first,2023,expired,individual,171530.57,metro
karnataka,18.92,honda,activa,320638,2020,657,petrol,35.08,first,2020,expired,dealer,254650.07,tier 1
karnataka,61.57,yamaha,r15 v4,181129,2016,716,electric,79.02,first,2016,active,individual,87637.47,tier 3
maharashtra,35.12,kawasaki,vulcan s,207621,2023,604,petrol,26.1,first,2023,active,individual,153524.85,tier 2
maharashtra,24.85,yamaha,r15 v4,373992,2022,146,hybrid,66.25,third,2022,expired,individual,246698.42,metro
delhi,33.52,ktm,125 duke,185156,2017,846,petrol,47.94,first,2017,not available,dealer,97994.2,tier 3
gujarat,24.82,honda,activa,354989,2021,178,hybrid,72.94,third,2021,active,individual,236034.15,tier 3
gujarat,77.43,honda,unicorn,212431,2018,775,electric,96.21,third,2022,expired,dealer,122126.36,tier 3
maharashtra,23.99,honda,activa,216743,2020,131,petrol,43.96,third,2020,expired,dealer,168957.15,tier 1
rajasthan,71.4,hero,splendor plus,379685,2017,378,electric,91.76,first,2017,not available,individual,223557.01,tier 3
gujarat,15.23,bajaj,avenger 220,394683,2021,466,hybrid,78.09,second,2021,not available,dealer,197028.09,tier 2
maharashtra,48.3,tvs,ntorq 125,61628,2018,813,hybrid,77.37,second,2023,expired,dealer,28986.45,metro
west bengal,55.64,ktm,390 adventure,77455,2021,144,petrol,35.7,third,2021,expired,individual,56485.24,tier 3
maharashtra,58.23,ktm,390 adventure,102137,2017,427,petrol,42.47,first,2017,active,dealer,41709.76,tier 1
tamil nadu,17.11,bajaj,dominar 400,301837,2018,787,petrol,43.1,second,2021,not available,dealer,138476.55,tier 1
uttar pradesh,28.06,kawasaki,vulcan s,140565,2017,742,hybrid,83.81,second,2023,not available,individual,83461.63,metro
karnataka,9.26,kawasaki,vulcan s,91580,2017,767,hybrid,86.95,third,2024,active,individual,65667.94,tier 3
maharashtra,16.67,yamaha,fz v3,326191,2023,369,hybrid,71.56,third,2024,not available,individual,173018.5,metro
tamil nadu,16.42,royal enfield,himalayan,52208,2018,440,petrol,43.31,third,2024,active,dealer,35865.19,metro
rajasthan,12.67,bajaj,avenger 220,254861,2019,198,petrol,54.07,third,2023,not available,dealer,144884.07,metro
karnataka,43.66,yamaha,r15 v4,251791,2015,635,petrol,59.06,first,2015,active,dealer,182517.7,tier 1
gujarat,68.82,honda,shine,180339,2021,735,electric,82.38,first,2021,active,individual,89567.14,tier 1
gujarat,12.39,yamaha,mt-15,322550,2024,303,hybrid,71.54,third,2024,active,dealer,158068.57,tier 2
uttar pradesh,68.42,ktm,duke 200,291973,2017,626,hybrid,78.33,third,2024,not available,dealer,153112.6,tier 2
tamil nadu,60.56,tvs,apache rtr 160,250242,2023,292,petrol,27.08,third,2024,active,dealer,143140.32,tier 1
karnataka,42.83,tvs,ronin,162747,2019,252,petrol,27.73,second,2024,expired,dealer,97090.49,tier 2
karnataka,67.79,tvs,ronin,66106,2023,287,hybrid,95.65,second,2024,expired,individual,33248.04,tier 3
tamil nadu,72.34,ktm,rc 390,368938,2017,943,electric,93.44,second,2019,expired,dealer,287319.53,tier 2
punjab,78.0,bajaj,dominar 400,80110,2024,803,petrol,40.15,second,2024,expired,dealer,40481.43,tier 2
west bengal,5.48,kawasaki,ninja 400,220642,2023,490,petrol,55.8,third,2023,active,individual,132309.14,tier 3
gujarat,78.02,honda,cbr 650r,74246,2020,473,petrol,34.49,third,2022,not available,dealer,29726.98,metro
delhi,23.92,royal enfield,himalayan,364131,2017,754,hybrid,64.92,first,2017,expired,dealer,283260.84,tier 1
rajasthan,8.05,kawasaki,ninja 400,326850,2022,196,hybrid,64.54,third,2022,expired,dealer,159144.33,metro
tamil nadu,68.49,bajaj,avenger 220,62900,2022,735,petrol,50.82,third,2024,expired,individual,28460.91,tier 1
maharashtra,6.42,tvs,apache rtr 160,137398,2024,756,petrol,50.24,first,2024,active,individual,108161.47,metro
west bengal,68.59,honda,cbr 650r,199204,2016,392,electric,91.07,first,2016,active,dealer,127588.96,tier 2
delhi,33.36,ktm,125 duke,347783,2015,290,hybrid,71.4,second,2017,active,dealer,202198.74,metro
maharashtra,9.99,hero,splendor plus,145310,2022,453,hybrid,89.21,first,2022,active,individual,76373.98,tier 2
gujarat,67.54,tvs,sport,296029,2017,137,petrol,30.57,third,2024,not available,individual,129012.86,metro
tamil nadu,62.31,honda,cbr 650r,265997,2021,568,petrol,36.3,third,2024,active,dealer,140694.3,tier 2
gujarat,67.46,honda,unicorn,392637,2022,313,hybrid,89.59,first,2022,not available,individual,204272.4,tier 3
delhi,67.17,royal enfield,classic 350,184278,2015,336,petrol,58.09,first,2015,active,dealer,108738.76,tier 2
karnataka,41.68,honda,activa,100898,2019,388,petrol,41.94,second,2023,not available,individual,68042.12,tier 3
karnataka,49.95,ktm,250 duke,186392,2021,193,petrol,30.65,second,2022,expired,individual,145272.9,tier 1
gujarat,7.79,ktm,rc 390,371751,2015,356,electric,78.36,first,2015,expired,individual,205411.73,tier 3
rajasthan,35.08,kawasaki,z650,165197,2015,532,hybrid,98.3,first,2015,not available,individual,79517.09,tier 3
delhi,73.96,hero,hf deluxe,276711,2023,209,electric,61.69,second,2023,not available,dealer,166081.14,tier 3
gujarat,5.26,tvs,jupiter,313427,2018,553,hybrid,63.41,second,2024,active,individual,166374.74,tier 3
punjab,72.34,hero,passion pro,129928,2017,480,petrol,43.34,second,2023,not available,individual,84313.03,tier 1
rajasthan,44.39,royal enfield,classic 350,163173,2015,957,petrol,53.98,third,2024,active,dealer,85664.01,metro
punjab,67.64,kawasaki,ninja 400,386425,2024,445,hybrid,77.23,first,2024,active,dealer,217305.94,tier 2
gujarat,6.14,yamaha,fz v3,95876,2023,958,electric,69.88,first,2023,not available,individual,70468.89,tier 2
karnataka,35.23,tvs,sport,227609,2018,163,petrol,53.17,first,2018,active,individual,95116.7,metro
tamil nadu,37.61,ktm,125 duke,312758,2019,193,electric,71.91,first,2019,expired,dealer,132599.43,tier 1
madhya pradesh,73.91,royal enfield,interceptor 650,365719,2020,347,petrol,50.4,third,2021,expired,dealer,252029.65,tier 2
karnataka,56.2,honda,activa,350255,2024,657,hybrid,88.95,second,2024,expired,individual,249809.11,tier 3
karnataka,27.42,royal enfield,meteor 350,394444,2024,337,petrol,32.89,first,2024,expired,dealer,208382.68,metro
punjab,25.33,tvs,ronin,258648,2015,570,electric,97.46,second,2023,active,dealer,162935.86,tier 2
uttar pradesh,20.0,hero,passion pro,103204,2018,243,petrol,33.81,first,2018,expired,dealer,57434.46,tier 3
maharashtra,58.19,hero,passion pro,393783,2021,224,petrol,35.88,second,2021,not available,dealer,176184.07,metro
uttar pradesh,74.29,ktm,rc 390,365258,2022,157,petrol,45.33,second,2024,expired,dealer,182880.01,tier 1
rajasthan,42.98,bajaj,avenger 220,139681,2023,896,petrol,47.58,first,2023,not available,individual,74829.5,tier 2
gujarat,79.01,honda,shine,79370,2016,155,electric,76.17,first,2016,active,individual,52408.59,tier 3
west bengal,54.23,kawasaki,ninja 300,199963,2018,242,petrol,38.15,first,2018,not available,individual,138050.09,tier 3
west bengal,48.46,bajaj,pulsar 150,377609,2023,607,hybrid,74.86,first,2023,not available,dealer,199073.49,tier 3
gujarat,7.1,ktm,rc 390,129042,2015,780,hybrid,69.03,first,2015,expired,individual,61089.28,metro
maharashtra,28.0,tvs,ronin,243872,2019,354,hybrid,92.99,second,2021,active,dealer,136128.8,tier 2
uttar pradesh,43.03,ktm,390 adventure,82407,2020,407,hybrid,87.98,third,2021,expired,individual,42210.59,tier 3
west bengal,9.93,kawasaki,z650,346936,2023,998,petrol,52.71,third,2024,not available,individual,195009.01,metro
madhya pradesh,17.1,honda,cbr 650r,358650,2015,959,petrol,38.97,third,2018,not available,dealer,255057.07,tier 3
delhi,71.17,bajaj,avenger 220,211370,2016,687,electric,89.21,first,2016,expired,dealer,165412.98,tier 3
karnataka,74.78,ktm,390 adventure,85417,2023,713,electric,79.23,third,2023,active,individual,59201.98,tier 1
karnataka,41.21,royal enfield,interceptor 650,263601,2018,330,hybrid,70.16,third,2022,expired,individual,205115.11,metro
gujarat,45.4,royal enfield,himalayan,187383,2019,620,petrol,26.9,third,2023,not available,dealer,146291.97,tier 3
west bengal,18.59,yamaha,fascino 125,206005,2022,944,petrol,49.54,first,2022,active,individual,156970.81,tier 1
delhi,77.1,bajaj,ct 100,149448,2021,298,electric,86.84,second,2023,active,dealer,64601.26,tier 3
maharashtra,78.58,yamaha,mt-15,170581,2021,754,petrol,40.37,second,2021,expired,dealer,72574.43,tier 1
punjab,51.95,yamaha,r15 v4,124051,2022,242,hybrid,60.44,third,2024,not available,individual,96175.3,tier 3
maharashtra,37.92,royal enfield,himalayan,295902,2016,958,electric,63.92,second,2017,active,individual,130060.98,metro
karnataka,68.64,honda,unicorn,173393,2016,489,electric,84.94,third,2017,not available,individual,95001.2,tier 2
gujarat,40.81,hero,passion pro,134565,2021,430,petrol,44.07,third,2024,not available,dealer,92111.58,tier 1
west bengal,9.23,yamaha,fascino 125,237042,2021,278,electric,84.35,first,2021,expired,individual,150242.92,metro
delhi,63.07,bajaj,ct 100,162602,2021,706,petrol,34.07,third,2023,active,dealer,104529.14,tier 2
tamil nadu,7.07,hero,passion pro,224777,2021,724,electric,94.63,third,2023,not available,dealer,113325.31,metro
rajasthan,58.01,hero,passion pro,234935,2016,803,electric,64.85,second,2019,not available,dealer,129540.36,tier 2
maharashtra,8.3,ktm,250 duke,345015,2016,110,electric,76.35,second,2019,expired,dealer,240947.99,metro
punjab,34.13,royal enfield,himalayan,233372,2020,206,electric,62.93,second,2022,active,individual,169932.76,tier 3
karnataka,54.0,hero,passion pro,322302,2022,933,hybrid,66.64,second,2023,not available,individual,230464.28,tier 3
karnataka,74.86,ktm,390 adventure,258613,2021,329,petrol,46.01,second,2022,active,individual,112812.66,tier 1
karnataka,76.42,kawasaki,ninja 300,230696,2022,832,hybrid,76.38,second,2022,active,dealer,150708.61,tier 3
karnataka,44.8,bajaj,pulsar 150,186766,2018,388,hybrid,73.24,first,2018,expired,individual,141920.46,tier 1
delhi,75.13,bajaj,avenger 220,302377,2019,467,hybrid,98.8,second,2020,not available,individual,205040.97,tier 1
maharashtra,58.76,yamaha,fz v3,200345,2022,729,hybrid,61.87,third,2023,expired,dealer,115961.41,tier 1
uttar pradesh,15.94,kawasaki,versys 650,145216,2020,931,petrol,45.99,third,2024,not available,individual,99485.8,tier 3
west bengal,12.01,royal enfield,meteor 350,241356,2019,252,electric,91.04,third,2019,active,dealer,171740.57,tier 3
punjab,75.47,yamaha,r15 v4,391180,2024,600,petrol,26.09,first,2024,active,individual,160922.51,metro
madhya pradesh,77.49,kawasaki,ninja 300,189221,2023,781,petrol,49.87,first,2023,active,dealer,95322.81,tier 1
gujarat,72.65,hero,splendor plus,362500,2023,214,petrol,39.26,first,2023,expired,dealer,178143.96,tier 1
gujarat,74.13,royal enfield,classic 350,105238,2018,552,hybrid,79.82,first,2018,expired,individual,81167.82,tier 1
maharashtra,40.72,ktm,125 duke,112188,2021,621,electric,62.68,third,2023,expired,dealer,75550.05,metro
delhi,9.76,yamaha,fz v3,149746,2015,231,petrol,48.37,second,2017,not available,dealer,89589.56,tier 2
maharashtra,42.05,kawasaki,ninja 400,154598,2018,963,hybrid,81.44,second,2024,expired,individual,73708.23,tier 2
gujarat,47.66,ktm,duke 200,206026,2015,326,electric,94.55,first,2015,not available,dealer,134488.83,metro
tamil nadu,54.43,yamaha,mt-15,299735,2017,625,petrol,52.15,first,2017,not available,individual,143394.96,tier 1
punjab,61.4,royal enfield,hunter 350,248941,2022,988,electric,68.97,third,2023,not available,dealer,122252.48,metro
west bengal,40.4,bajaj,platina 110,316871,2019,293,electric,99.52,third,2021,expired,individual,230325.21,tier 3
tamil nadu,44.23,royal enfield,interceptor 650,263432,2020,327,petrol,38.07,first,2020,not available,dealer,165991.15,tier 3
rajasthan,21.88,bajaj,avenger 220,259560,2016,742,electric,85.19,first,2016,expired,individual,165290.78,tier 2
uttar pradesh,10.01,honda,cbr 650r,150590,2015,946,hybrid,88.66,first,2015,not available,individual,107487.02,tier 3
west bengal,12.22,kawasaki,ninja 300,200256,2022,276,petrol,41.17,first,2022,active,dealer,111280.82,tier 2
delhi,33.18,yamaha,mt-15,260252,2023,401,petrol,29.33,first,2023,expired,individual,130234.34,tier 2
delhi,50.43,yamaha,fascino 125,155535,2021,296,electric,68.68,second,2024,active,individual,90407.47,tier 2
uttar pradesh,60.22,royal enfield,himalayan,103943,2020,889,hybrid,64.47,second,2021,active,individual,76488.43,tier 1
uttar pradesh,39.51,yamaha,ray zr,264332,2024,865,hybrid,64.94,second,2024,active,individual,173501.8,metro
maharashtra,62.29,honda,cbr 650r,203679,2020,461,petrol,28.79,first,2020,expired,individual,137267.72,tier 1
punjab,73.89,tvs,sport,106833,2018,186,petrol,35.77,first,2018,active,individual,64072.35,tier 3
rajasthan,32.07,honda,cbr 650r,291527,2019,550,hybrid,97.0,second,2023,active,dealer,153738.78,tier 3
madhya pradesh,44.62,kawasaki,versys 650,82426,2016,471,electric,98.22,first,2016,not available,individual,49346.95,tier 3
karnataka,8.65,tvs,jupiter,158215,2022,916,petrol,42.52,first,2022,expired,dealer,119615.82,metro
rajasthan,21.75,royal enfield,himalayan,165561,2015,642,electric,72.62,first,2015,not available,individual,98768.14,tier 1
uttar pradesh,53.12,kawasaki,z650,240009,2016,969,hybrid,72.6,third,2022,active,individual,116432.47,tier 1
gujarat,78.56,royal enfield,classic 350,217892,2018,881,petrol,54.36,third,2024,expired,dealer,164909.8,tier 1
delhi,73.47,tvs,apache rtr 160,352851,2020,309,electric,62.34,second,2022,active,dealer,255501.27,metro
maharashtra,26.01,tvs,apache rtr 160,135679,2019,140,hybrid,90.87,third,2023,not available,dealer,61657.7,metro
gujarat,63.33,ktm,125 duke,234004,2019,638,electric,80.8,first,2019,not available,individual,174731.71,tier 1
karnataka,27.39,kawasaki,versys 650,377274,2016,840,petrol,39.55,second,2021,active,individual,255079.79,tier 2
punjab,46.34,honda,shine,399689,2018,361,hybrid,72.88,third,2020,active,dealer,286375.17,metro
rajasthan,35.52,ktm,rc 390,127352,2023,580,hybrid,67.57,third,2024,expired,dealer,88405.99,tier 2
west bengal,31.26,royal enfield,himalayan,305726,2015,354,petrol,39.9,third,2024,expired,dealer,227989.69,metro
tamil nadu,35.89,bajaj,avenger 220,219530,2023,125,petrol,35.92,third,2024,active,dealer,143995.28,tier 3
gujarat,29.04,honda,dio,287544,2016,576,hybrid,78.21,third,2018,expired,individual,176960.24,metro
madhya pradesh,26.79,tvs,apache rtr 160,112568,2021,538,petrol,33.05,second,2024,expired,individual,88975.66,tier 2
maharashtra,12.33,royal enfield,himalayan,349998,2016,917,petrol,40.72,second,2019,expired,dealer,219809.82,tier 3
uttar pradesh,52.68,yamaha,mt-15,107451,2016,138,petrol,40.81,first,2016,active,dealer,46652.82,tier 3
gujarat,24.98,kawasaki,ninja 400,71883,2023,399,petrol,28.95,third,2023,expired,dealer,39573.46,tier 1
karnataka,10.31,royal enfield,classic 350,153378,2023,428,electric,61.23,third,2023,expired,dealer,82555.77,tier 3
gujarat,57.22,royal enfield,hunter 350,52874,2024,658,petrol,38.71,second,2024,not available,individual,39180.69,tier 3
delhi,10.54,royal enfield,hunter 350,251458,2022,648,petrol,42.31,third,2022,expired,individual,189929.49,tier 2
maharashtra,24.41,ktm,duke 200,321835,2020,489,hybrid,73.54,first,2020,expired,dealer,229920.28,tier 3
maharashtra,56.83,royal enfield,himalayan,273374,2022,473,electric,84.65,second,2023,expired,dealer,198024.68,tier 2
madhya pradesh,29.78,royal enfield,meteor 350,229540,2019,797,hybrid,88.55,third,2021,active,dealer,177201.49,metro
madhya pradesh,17.63,yamaha,fz v3,314731,2023,615,electric,75.71,third,2023,active,individual,214097.21,tier 3
west bengal,24.34,royal enfield,himalayan,140729,2018,835,petrol,55.99,first,2018,expired,dealer,86050.0,metro
maharashtra,33.9,bajaj,ct 100,76240,2024,299,electric,80.76,second,2024,not available,individual,51550.09,tier 3
karnataka,31.15,hero,hf deluxe,186900,2015,775,electric,75.7,third,2024,not available,dealer,91710.39,tier 1
delhi,10.24,royal enfield,hunter 350,179331,2019,476,electric,95.71,second,2021,not available,individual,116634.88,tier 3
uttar pradesh,60.81,honda,cbr 650r,264644,2024,356,hybrid,67.46,second,2024,active,individual,157124.41,metro
rajasthan,7.68,hero,xtreme 160r,175521,2016,366,petrol,32.99,first,2016,not available,dealer,75405.38,tier 3
delhi,43.23,hero,hf deluxe,109885,2023,722,electric,85.73,first,2023,expired,dealer,87057.91,tier 2
rajasthan,6.4,hero,hf deluxe,218331,2024,410,hybrid,60.44,third,2024,not available,individual,149851.85,tier 2
gujarat,73.3,bajaj,platina 110,148277,2019,807,electric,66.41,second,2020,expired,individual,105841.78,tier 3
uttar pradesh,77.87,ktm,rc 390,391565,2020,354,petrol,38.95,first,2020,expired,dealer,189935.26,tier 2
rajasthan,46.63,yamaha,fascino 125,173893,2020,428,petrol,25.25,second,2021,not available,individual,119792.58,metro
punjab,37.1,hero,glamour,188605,2020,728,electric,88.96,third,2024,not available,individual,134558.01,metro
west bengal,32.49,tvs,ronin,191137,2019,902,electric,96.1,second,2023,active,individual,97146.27,tier 2
uttar pradesh,19.38,royal enfield,himalayan,362773,2017,882,hybrid,79.71,second,2024,expired,individual,169158.79,tier 3
uttar pradesh,37.74,kawasaki,versys 650,228948,2023,165,hybrid,93.2,third,2023,not available,dealer,155107.99,metro
gujarat,67.26,yamaha,fascino 125,136233,2021,879,petrol,29.58,first,2021,expired,dealer,69953.64,tier 1
